,Top Nouns,빈도수
14700,예뿌/NNG,1
14701,습니다만/EC,1
14702,못햤/VV,1
14703,포장깔금/NNG,1
14704,싹싹하/VA,1
14705,스틱갯수/NNG,1
14706,종류당/SS,1
14707,정년/NNG,1
14708,부턱/NNG,1
14709,선뮤/NNG,1
14710,크/NNG,1
14711,사용기친정/NNG,1
14712,다틴케이스/NNG,1
14713,ㅂ니다서/EC,1
14714,어성/EF,1
14715,게끔이요/EC,1
14716,용샘플/EC,1
14717,윻/SS,1
14718,하샤씀/JX,1
14719,섭/NNG,1
14720,명불허전/NNG,1
14721,괜참/NNG,1
14722,명절선/NNG,1
14723,뮬로/NNG,1
14724,재각기/NNG,1
14725,재이용하/VV,1
14726,버블랩/NNG,1
14727,싸매지/VV,1
14728,당개/NNG,1
14729,겉포장/NNG,1
14730,건대/NNP,1
14731,전딱/NNG,1
14732,구겨니/VV,1
14733,조아여조아/NNG,1
14734,구매포장고급지/VV,1
14735,반짝반짝/MAG,1
14736,사용기필살기/NNG,1
14737,킵/NNG,1
14738,ㅂ니다자/EC,1
14739,시외/NNG,1
14740,맛보기/JX,1
14741,알찐/NNG,1
14742,빤빤하/VA,1
14743,구매케이스/NNG,1
14744,동창/NNG,1
14745,긿/EC,1
14746,꿀멋/NNG,1
14747,옛날벌꿀맛나/VV,1
14748,휼륭하/NNG,1
14749,마데카/NNG,1
14750,먼/EC,1
14751,용언제/NNG,1
14752,팀장/NNG,1
14753,ㅂ니다아/EF,1
14754,샘플러/MAG,1
14755,쇼핑백사이즈/NNG,1
14756,눈도장/NNG,1
14757,낮개/NNG,1
14758,스틱꿀스틱/VV,1
14759,뿜뿜/MAG,1
14760,반청/NNG,1
14761,아욤/NNG,1
14762,신양/NNP,1
14763,저따구/NNG,1
14764,이날/NNG,1
14765,괨탆/VA,1
14766,물차/NNG,1
14767,샘플꾸/NNG,1
14768,합키/NNG,1
14769,굳성기/NNG,1
14770,개이득/NNG,1
14771,선물드/VV,1
14772,렿/VV,1
14773,으싱/EC,1
14774,명절맞이/NNG,1
14775,다섯박스/NNG,1
14776,여우선/NNG,1
14777,담엔/MAG,1
14778,럼/EF,1
14779,지사/NNG,1
14780,골드조합/NNG,1
14781,느슨하/VA,1
14782,시엔/NNG,1
14783,택배오/NNG,1
14784,외조부모/NNG,1
14785,을련지/EC,1
14786,벌/NNB,1
14787,편행/NNG,1
14788,멋엇/VV,1
14789,찐꿀이/VV,1
14790,노/EF,1
14791,괜츄나/NNG,1
14792,꼼콤하/VV,1
14793,손색없이/NNG,1
14794,마싯어/NNG,1
14795,안봣/VA,1
14796,아즈/NNG,1
14797,강추합니당/MAG,1
14798,생일날/NNG,1
14799,개쓰/NNG,1
14800,맛배송짱어버이날/NNG,1
14801,꺼구매/NNG,1
14802,매자/NNG,1
14803,만드니/NNG,1
14804,더래요/EF,1
14805,충실/NNG,1
14806,햇음/VV,1
14807,사용기다음/NNG,1
14808,사은품꿀/NNG,1
14809,탁하/VV,1
14810,남펜/NNG,1
14811,아침개/NNG,1
14812,포장하나하/NNG,1
14813,신기신기/MAG,1
14814,마케팅/NNG,1
14815,정닥/NNG,1
14816,끌어내/VV,1
14817,미니카드/NNG,1
14818,외치/VV,1
14819,다중/NNG,1
14820,담당자분/NNG,1
14821,아쥬꿀맛이/VV,1
14822,동생집/NNG,1
14823,홀랑/MAG,1
14824,서리뷰/EC,1
14825,살전/NNG,1
14826,숩니다/EC,1
14827,덴티큐/NNG,1
14828,준비햇느/NNG,1
14829,명절선므/NNG,1
14830,최공/NNG,1
14831,열림방지/NNG,1
14832,시식스틱/NNG,1
14833,고/IC,1
14834,병원안/NNG,1
14835,빠러리/NNG,1
14836,해달/NNG,1
14837,해남/NNP,1
14838,작은아버지/NNG,1
14839,반성하/VV,1
14840,사용기수시/NNG,1
14841,ㄴ다죠/EF,1
14842,스토리/NNG,1
14843,요래/NNG,1
14844,입아프공/NNG,1
14845,요아/NNG,1
14846,뽀너스/NNG,1
14847,생각들/VV,1
14848,수유/NNG,1
14849,체/NNB,1
14850,라더니/EC,1
14851,이거저것/MAG,1
14852,고만하/VV,1
14853,부/SS,1
14854,안오/VV,1
14855,뒤늦/VA,1
14856,선뭃/NNG,1
14857,이창석/NNP,1
14858,화이팅제이슨뤼/NNG,1
14859,맞교환하/VV,1
14860,요므로/NNG,1
14861,거마/NNG,1
14862,파새/NNG,1
14863,추삭/NNG,1
14864,암청/NNG,1
14865,졳/SW,1
14866,럾ㅂ니다/NNG,1
14867,스모키/NNG,1
14868,꼼꼼종이/NNG,1
14869,수제청/NNG,1
14870,더치커피/NNG,1
14871,사용기이지/NNG,1
14872,꼼꽁/MAG,1
14873,음만천/SN,1
14874,거덕분/NNG,1
14875,매직자국/NNG,1
14876,개자리/NNG,1
14877,돌축하/NNG,1
14878,먹음직스럽/VA,1
14879,거품/NNG,1
14880,닺/NNG,1
14881,성비정/NNG,1
14882,다담/NNG,1
14883,톽/MAG,1
14884,만능/NNG,1
14885,제취/NNG,1
14886,향스틱/NNG,1
14887,수고롭/VA,1
14888,복합/NNG,1
14889,습니다답/NNG,1
14890,구매특별/NNG,1
14891,방추가/NNG,1
14892,소포방/NNG,1
14893,면련력/NNG,1
14894,귯굿/NNG,1
14895,꼼꼼깔/NNG,1
14896,갠찬/VV,1
14897,네용/MAG,1
14898,조아보/VV,1
14899,매계속/NNG,1
14900,돼어/NNG,1
14901,으노/NNG,1
14902,ㅂ니다ㅎ/EF,1
14903,물티슈센스/NNG,1
14904,정성것/MAG,1
14905,기밋/SS,1
14906,일색/NNG,1
14907,지자/NNG,1
14908,첨이/VV,1
14909,널/NNG,1
14910,이용장점/NNG,1
14911,포장포장/NNG,1
14912,어버/NNG,1
14913,이뿌자나염/NNG,1
14914,기한정말/NNG,1
14915,물티슈스틱/NNG,1
14916,행여나/MAG,1
14917,알/NNP,1
14918,후다/NNG,1
14919,집임/NNG,1
14920,는다니/EC,1
14921,구매숟가락/NNG,1
14922,맘먹/VV,1
14923,습니드/EF,1
14924,따끈히/NNG,1
14925,옸/VV,1
14926,꿀맛자/NNG,1
14927,여꾸/VV,1
14928,굿굿이에오/NNG,1
14929,허니그릭/NNG,1
14930,이쑹요/NNG,1
14931,구매꿀스틱/MAG,1
14932,면역력업/NNG,1
14933,뒤죽박죽/NNG,1
14934,사용기식/NNG,1
14935,쓰앵/NNG,1
14936,학고/NNG,1
14937,피트니스/NNG,1
14938,허니꿀스틱/NNG,1
14939,이구/NNG,1
14940,먹고출출하/VV,1
14941,럽빼/VV,1
14942,감칠맛/NNG,1
14943,킁카킁카/MAG,1
14944,맡아보/VV,1
14945,돌잔치답/NNG,1
14946,달달따뜻/NNG,1
14947,로/NA,1
14948,크규/NNG,1
14949,끌레르허니/NNG,1
14950,본후/NNG,1
14951,씩소/NNG,1
14952,기그저/NNG,1
14953,띡/MAG,1
14954,사게/NNG,1
14955,과격하/VA,1
14956,잘떨어지/VV,1
14957,너무이쁘/VV,1
14958,지만뭐/NNG,1
14959,랫어/EF,1
14960,휴댓/NNG,1
14961,됬스/NNG,1
14962,뿐하/EP,1
14963,다워하/VV,1
14964,스탑/NNG,1
14965,애용중/MAG,1
14966,사용기너/SS,1
14967,ㅁ/VA,1
14968,구상/NNG,1
14969,앗습니다/EF,1
14970,션뮬용/NNG,1
14971,물들/VV,1
14972,용의하/VV,1
14973,번쩍뜨/VA,1
14974,회량/NNG,1
14975,소/SS,1
14976,나혼산/NNG,1
14977,노나먹/VV,1
14978,선주문/NNG,1
14979,까끌하/VV,1
14980,콜센터/NNG,1
14981,꿀차타/NNG,1
14982,먹르/VV,1
14983,챙거/NNG,1
14984,스/NNB,1
14985,덤벙대/VV,1
14986,꿀맛ㅋ/NNG,1
14987,내신/NNG,1
14988,상드리/VV,1
14989,거든용/NNG,1
14990,보온/NNG,1
14991,물병/NNG,1
14992,웃기/VV,1
14993,고다/VV,1
14994,라운드/NNP,1
14995,후반/NNG,1
14996,외박/NNG,1
14997,짧아지/VV,1
14998,사용기자취/NNG,1
14999,조을/NNG,1
15000,ㅇ리/VV,1
15001,맛추/VV,1
15002,매스틱/SN,1
15003,쵝오/NNP,1
15004,듯호/NNG,1
15005,한편/NNG,1
15006,옛스럽/VA,1
15007,미팅/NNG,1
15008,겠수/EC,1
15009,개량/NNG,1
15010,요개별/EC,1
15011,갬성/NNG,1
15012,텁블러/NNG,1
15013,가래끼/NNG,1
15014,끌레르흐니/NNG,1
15015,굳꾸/VV,1
15016,쟈/EC,1
15017,짜자/NNG,1
15018,꿀맛천연벌/NNG,1
15019,이뤄지/VV,1
15020,사용기질/JX,1
15021,박완/NNG,1
15022,거도/NNG,1
15023,어요오/VV,1
15024,편햐요병/NNG,1
15025,있겟어/NNG,1
15026,부머님/NNG,1
15027,만족스/NNG,1
15028,길/EC,1
15029,런데/EF,1
15030,꼼꼼햇어요/NNG,1
15031,끌레/NNG,1
15032,달고/MAG,1
15033,이거한/NNG,1
15034,꿀물로/NNG,1
15035,신/VV,1
15036,낯개/NNG,1
15037,용맛도/EC,1
15038,포장대/NNG,1
15039,골골/EC,1
15040,쩝니/NNG,1
15041,때깔/NNG,1
15042,날갯짓/NNG,1
15043,기필드/NNG,1
15044,뭉텅이/NNG,1
15045,종이봉지/NNG,1
15046,기란/NNG,1
15047,간편강추/NNG,1
15048,호호/MAG,1
15049,을기요/EC,1
15050,여달달/EC,1
15051,네느요/EF,1
15052,가성비굿/EC,1
15053,돈내사/NNG,1
15054,토핑용/NNG,1
15055,올줄/VV,1
15056,아니/MAG,1
15057,이내/VV,1
15058,팽기/VV,1
15059,꿍/NNG,1
15060,명확하/VA,1
15061,으러고/ETM,1
15062,띁/VV,1
15063,회먹/VV,1
15064,에용/EF,1
15065,사용기퀄리티/NNG,1
15066,맞내/VA,1
15067,기조아여조아여조아여조/NNG,1
15068,만족족/NNG,1
15069,만족족/SS,1
15070,만족족/JX,1
15071,무배상품개/NNG,1
15072,기명/NNG,1
15073,불허전/NNG,1
15074,꾸깃하/VA,1
15075,구매간편/NNG,1
15076,샤거트/NNG,1
15077,구매베송/NNG,1
15078,토스트기/NNG,1
15079,완저/VV,1
15080,누맛있/VV,1
15081,불찰/NNG,1
15082,달달허/VV,1
15083,기초살/NNG,1
15084,뱃속/NNG,1
15085,기무/NNG,1
15086,안쓰/NNG,1
15087,기자취/NNG,1
15088,양갱/NNG,1
15089,굿굿굿/EC,1
15090,기어/NNG,1
15091,조아여조아여조아여/NNG,1
15092,앙아요/EF,1
15093,수저먹/VV,1
15094,ㅂㄴ디/NNG,1
15095,벌꿀라/NNG,1
15096,그램수/EC,1
15097,마추/NNG,1
15098,신다고/EC,1
15099,머거/NNG,1
15100,갇/NNG,1
15101,저냥/MAG,1
15102,사뇽/NNG,1
15103,면연역/NNG,1
15104,기절편/NNG,1
15105,급식/NNG,1
15106,세팅/NNG,1
15107,ㄱㄴ/NNG,1
15108,본격/NNG,1
15109,싼맛나/NNG,1
15110,판매안/NNG,1
15111,훓/VV,1
15112,마/IC,1
15113,단맛그릭/NNG,1
15114,대한항공/NNP,1
15115,라운지/NNG,1
15116,사용기하나하/NNG,1
15117,꿀크/NNG,1
15118,낱개포장이/NNG,1
15119,여/VV,1
15120,슺니다/EF,1
15121,수수/NNG,1
15122,한본/MAG,1
15123,엉드/EC,1
15124,줍/VV,1
15125,달콩하/VV,1
15126,추출하/VV,1
15127,간편하서/NNG,1
15128,배달포장/NNG,1
15129,ㅋ식빵/NNG,1
15130,그럭저럭그냥/VV,1
15131,개굳ㅋ/NNG,1
15132,로스/NNG,1
15133,보고/EC,1
15134,됭니/NNG,1
15135,배송이/MAG,1
15136,때무네/NNG,1
15137,호응/NNG,1
15138,농업/NNG,1
15139,최고임/NNG,1
15140,이어프/VA,1
15141,커이막/NNG,1
15142,부러/MAG,1
15143,요피로/NNG,1
15144,매끈하/VA,1
15145,질땨/NNG,1
15146,설탕먹/NNG,1
15147,당것/NNG,1
15148,둿다가/EC,1
15149,헤매/VV,1
15150,꺼지/VV,1
15151,꾸리/VV,1
15152,무심코/MAG,1
15153,시가/NNG,1
15154,꿀사양꿀놉/NNG,1
15155,분간/NNG,1
15156,요진주/NNG,1
15157,산청/NNP,1
15158,권장하/VV,1
15159,마니마니/NNG,1
15160,키로박스/NNG,1
15161,곧/NNG,1
15162,몆/SN,1
15163,당때/MAG,1
15164,구매밋/NNG,1
15165,넘어서/VV,1
15166,없음/NNG,1
15167,재구매베송/NNG,1
15168,마늘꿀절임/NNG,1
15169,불리하/VA,1
15170,상회하/VV,1
15171,거주자/NNG,1
15172,굿안녕/NNG,1
15173,기우/NNG,1
15174,ㅋ약/NNG,1
15175,사라/NNP,1
15176,베트남꿀스틱/NNG,1
15177,꾸득/NNG,1
15178,자고일어나/VV,1
15179,맛맇/NNG,1
15180,걸죽/VA,1
15181,검색창/NNG,1
15182,리스트/NNG,1
15183,타주/NNG,1
15184,인식구/NNG,1
15185,빠흔배송/NNG,1
15186,만주문/NNG,1
15187,아햐요/EC,1
15188,죠으/VV,1
15189,찐꿀/VV,1
15190,천연벌꿀이/NNG,1
15191,통원/NNG,1
15192,진료/NNG,1
15193,된갓/MAG,1
15194,닝말/NNG,1
15195,적다하/VV,1
15196,리치꿀/NNG,1
15197,지리산모향골이/NNG,1
15198,지속하/VV,1
15199,들하/VV,1
15200,한라산티백꿀/NNG,1
15201,용량병/NNG,1
15202,비키/VV,1
15203,용기저희/NNG,1
15204,사용기왜/NNG,1
15205,심취하/VV,1
15206,고하/EC,1
15207,가족사업/NNG,1
15208,당땡/MAG,1
15209,쭙쭙하/NNG,1
15210,초코랑/NNG,1
15211,용수입/NNG,1
15212,두드러지/VV,1
15213,커피꽃/NNG,1
15214,방구석/NNG,1
15215,영업왕/NNG,1
15216,칝/VV,1
15217,공병주/NNP,1
15218,향수/NNG,1
15219,비오틴/NNG,1
15220,오메가/NNG,1
15221,허락하/VV,1
15222,지리산모향골벌꿀탄/NNG,1
15223,소동/NNG,1
15224,빵떡그릭/NNG,1
15225,방지하/VV,1
15226,해독/NNG,1
15227,심혈관/NNG,1
15228,사용기언제/NNG,1
15229,열대/NNG,1
15230,리치꽃/NNG,1
15231,리치/NNP,1
15232,요코/NNG,1
15233,외가지/NNG,1
15234,투입/NNG,1
15235,번짝/MAG,1
15236,트이/VV,1
15237,내외/NNG,1
15238,선심/NNG,1
15239,습니당든든/EC,1
15240,요스틱/NNP,1
15241,세/NNB,1
15242,모향골이에/NNG,1
15243,용제주/NNG,1
15244,먹고프/VV,1
15245,습니당다/EC,1
15246,포형태/NNG,1
15247,병형태/NNG,1
15248,어는/MMD,1
15249,씁쓸허/VV,1
15250,ㄴ건/EF,1
15251,ㅂ니다맛/EC,1
15252,리허니스틱/NNG,1
15253,선물용지인/NNG,1
15254,참/EC,1
15255,푹푹/MAG,1
15256,꿀바르/VV,1
15257,아웃도어/NNG,1
15258,넘맘/NNG,1
15259,리뷰하/VV,1
15260,여심저격/NNG,1
15261,요달/EC,1
15262,응하/VV,1
15263,스틱포장지/MAG,1
15264,미끌하/VV,1
15265,말과/NNG,1
15266,꿀맛나/VV,1
15267,재구메/NNG,1
15268,구매살/NNG,1
15269,사용기밤나무/NNG,1
15270,고너/EC,1
15271,운데/NNG,1
15272,놔누/VV,1
15273,고슬/EC,1
15274,화저/NNG,1
15275,억/NNG,1
15276,ㅂ니다가지/NNG,1
15277,밤꿀음/NNG,1
15278,묘향골/NNG,1
15279,요짱/JX,1
15280,넘더/MAG,1
15281,어싀/EC,1
15282,훠얼씬/NNG,1
15283,핑계/NNG,1
15284,자발/NNG,1
15285,똥끄랗/VA,1
15286,생략/NNG,1
15287,제약/NNG,1
15288,만발하/VV,1
15289,밤꿀/SS,1
15290,중눈/NNG,1
15291,사용기첨사/NNG,1
15292,박스사/NNG,1
15293,읶/VV,1
15294,발행하/VV,1
15295,배송무지/NNG,1
15296,장꼼꼼히/NNG,1
15297,을께여오/EC,1
15298,낭낭하/VA,1
15299,재빠르/VA,1
15300,발급/NNG,1
15301,흑흑/NNG,1
15302,연하장/NNG,1
15303,설명지/NNG,1
15304,아디/NNP,1
15305,요초/NNG,1
15306,타령하/VV,1
15307,밤꿀스틱/EC,1
15308,내조/NNG,1
15309,현모양처/NNG,1
15310,대박나라/NNG,1
15311,교시/NNG,1
15312,사품/NNG,1
15313,밀어내/VV,1
15314,달달합/NNG,1
15315,꿀두병/NNG,1
15316,엇다고/EC,1
15317,가타/NNG,1
15318,면서서/EC,1
15319,잇슴/VA,1
15320,굿둣굿/NA,1
15321,연신개/NNG,1
15322,네박스주/NNG,1
15323,구기/VV,1
15324,하요/EF,1
15325,니스틱/NNG,1
15326,원감원장/NNG,1
15327,가닥/NNG,1
15328,대햤/VV,1
15329,에바스럽/VA,1
15330,재구매목/NNG,1
15331,야요/EF,1
15332,사용기과/NNG,1
15333,깎/VV,1
15334,흡/NNG,1
15335,사드렷슴다효/VV,1
15336,됏어/NNG,1
15337,얻어걸리/VA,1
15338,드렷/NNG,1
15339,솔찍히/NNG,1
15340,뿌게/NNG,1
15341,귀차늘/NNG,1
15342,복마/NNG,1
15343,에공/MAG,1
15344,기피로감/NNG,1
15345,좋아하셧/NNG,1
15346,어융/NNG,1
15347,배송안전/MAG,1
15348,을꼬/EF,1
15349,않이/VV,1
15350,돌선/NNG,1
15351,달콩/NNG,1
15352,후다르/VA,1
15353,개분/NNG,1
15354,용간편하/VA,1
15355,굿건강/NNG,1
15356,주연/NNG,1
15357,조미판/NNG,1
15358,읽히/VV,1
15359,맘편히/NNG,1
15360,송년회/NNG,1
15361,줄포/NNP,1
15362,사용기음주/NNG,1
15363,구애하/VV,1
15364,포장백도/NNG,1
15365,아사진/NNG,1
15366,쓰겟/VV,1
15367,둣여/EF,1
15368,여택배/EC,1
15369,포장패키/NNG,1
15370,짱박히/VV,1
15371,우ㅋ/NNG,1
15372,듯/SS,1
15373,프로폴리스스틱/NNG,1
15374,포그/NNG,1
15375,나욥/NNG,1
15376,때지/NNG,1
15377,사용기굿굿굿/NR,1
15378,거일치/NNG,1
15379,총합/NNG,1
15380,가사하/VA,1
15381,감감사/NNG,1
15382,안녕/IC,1
15383,ㅂ니다또/EC,1
15384,씁니당/EF,1
15385,사용기굿굿/NR,1
15386,은서/NNG,1
15387,층층/NNG,1
15388,꿀피자/NNG,1
15389,아보카도/NNG,1
15390,뽀/EC,1
15391,대나/VV,1
15392,앗서/EC,1
15393,뇸뇸/MAG,1
15394,귀여버/NNG,1
15395,블랜징/NNG,1
15396,구매편/VA,1
15397,리히/VA,1
15398,져용/NNG,1
15399,괜츄/NNG,1
15400,괜찬네/NNG,1
15401,포크기/NNG,1
15402,라라/NNP,1
15403,햅니당/MAG,1
15404,뻑/NNG,1
15405,뻑하/VV,1
15406,쥬심/NNG,1
15407,센스쟁이/NNP,1
15408,통채/NNG,1
15409,잉포장/NNG,1
15410,갓꿀/NNG,1
15411,으러구/EC,1
15412,두둑히/MAG,1
15413,습니다마니/EC,1
15414,일포/MAG,1
15415,와따/NNG,1
15416,케이스크기/NNG,1
15417,여천연/NNG,1
15418,사랑함/JX,1
15419,삿는/JX,1
15420,머하/VV,1
15421,찾앗/VA,1
15422,분께/NNG,1
15423,ㅁ댜/EC,1
15424,빨랏어요/NNG,1
15425,마싯/NNG,1
15426,제조일/EC,1
15427,십쇼/EF,1
15428,여샘플/NNG,1
15429,타사랑/NNG,1
15430,무튼/MAG,1
15431,기사분/NNG,1
15432,문의전화/MAG,1
15433,깨짐없이/NNG,1
15434,여자분/NNG,1
15435,합체하/VV,1
15436,잘왓/VV,1
15437,고품격/NNG,1
15438,기넘/NNG,1
15439,언니분/NNG,1
15440,사람됨/NNG,1
15441,찰떡초이스/NNG,1
15442,고굽/NNG,1
15443,지인이/MAG,1
15444,ㅎㅎ/NR,1
15445,뷔페/NNG,1
15446,도통/NNG,1
15447,사용기맛잇대염/NNG,1
15448,쥼/EC,1
15449,시러하/VV,1
15450,꿀타민/MAG,1
15451,개사니/NNG,1
15452,기강사/NNG,1
15453,기약간/NNG,1
15454,으뢔/NNG,1
15455,습이다/EC,1
15456,기욤하/VA,1
15457,두매/NNG,1
15458,낙넉/NNG,1
15459,적엇/NNG,1
15460,을득/NNG,1
15461,라운/NNG,1
15462,효자템/NNG,1
15463,회성/NNG,1
15464,짱편하/VV,1
15465,잖/VV,1
15466,쇼빙백/NNG,1
15467,고하/EP,1
15468,댕/NNG,1
15469,매그릭요거트/NNG,1
15470,처갓댁/NNG,1
15471,사용기아/NNG,1
15472,사용기개꿀맛/EF,1
15473,아웃오브월/NR,1
15474,제꺼로/NNG,1
15475,이빠이임/NNG,1
15476,조리원/NNG,1
15477,퇴소/NNG,1
15478,전파/NNG,1
15479,인요/EF,1
15480,해소겸/NNG,1
15481,요저희/NNG,1
15482,집ㅋㅋ/NNG,1
15483,는까/EC,1
15484,끈끈타사이트/NNG,1
15485,장소불문/NNG,1
15486,소전/NNP,1
15487,사용기우리/NNG,1
15488,라방할/NNG,1
15489,매달달/NNG,1
15490,가지다니/VV,1
15491,재구매겨울철/NNG,1
15492,한통구매/NNG,1
15493,돌잡이/NNG,1
15494,운동때/MAG,1
15495,어야하/EC,1
15496,기책상/NNG,1
15497,채우기/NNP,1
15498,기독교/NNG,1
15499,베란다/NNG,1
15500,사용기설울/NNG,1
15501,상자열/VV,1
15502,하나님/NNG,1
15503,딱아이/NNG,1
15504,사흘/NNG,1
15505,몽글몽글/NNG,1
15506,용머/NNG,1
15507,쇽/NNG,1
15508,썸남이/EC,1
15509,넘나조/VV,1
15510,것물논/NNG,1
15511,썸남/NNG,1
15512,엄슴/NNG,1
15513,면은/NNG,1
15514,있지만/NNG,1
15515,간식안/NNG,1
15516,샹/VV,1
15517,사용기쓰/NNG,1
15518,쏘/NNG,1
15519,괜추하/VV,1
15520,편하교/NNG,1
15521,때ㅋ/NNG,1
15522,상담직/NNG,1
15523,오조아/NNG,1
15524,요서/NNG,1
15525,편라/VA,1
15526,낱개포장/VV,1
15527,당일발송/NNG,1
15528,워/NNG,1
15529,빠리/NNP,1
15530,여구/EF,1
15531,처음사/NNG,1
15532,굿굿ㅋ/SS,1
15533,고넘/EC,1
15534,호수/NNG,1
15535,엇는데/VV,1
15536,행동/NNG,1
15537,엇는데/SN,1
15538,올줄알/NNG,1
15539,꿀타민존/NNG,1
15540,스템프/NNP,1
15541,떤가/EC,1
15542,사른품/NNG,1
15543,희망하/VV,1
15544,처제/NNG,1
15545,넘귀엽/VV,1
15546,랏/VV,1
15547,ㅋㅋㅋ/NNP,1
15548,아이스이메리카노/NNG,1
15549,귀엽수/NNG,1
15550,사용기너/JX,1
15551,ㅁ/JX,1
15552,기쟁/NNG,1
15553,완료되/VV,1
15554,인스타/NNG,1
15555,담나/NNG,1
15556,기리뷰/NNG,1
15557,안죽/NNG,1
15558,데리/VV,1
15559,사하/VV,1
15560,아살/VV,1
15561,좋아아하/VV,1
15562,사용기그/NR,1
15563,좋아들하/NNG,1
15564,백퍼/NNG,1
15565,훌쩍이/VV,1
15566,번뜩이/VV,1
15567,술치/VV,1
15568,기입/NNG,1
15569,꿀한스푼/NNG,1
15570,통상자/NNG,1
15571,했스/NNG,1
15572,비당/NNG,1
15573,가염/NNG,1
15574,기자리/VV,1
15575,다격/NNG,1
15576,적당/NNG,1
15577,포자체/NNG,1
15578,몆개더/NNG,1
15579,점이/NNG,1
15580,진짜빨리/NNG,1
15581,뎁우/VV,1
15582,미끄럽/VA,1
15583,주걸/NNG,1
15584,랏/NNG,1
15585,ㅋ잠/NNG,1
15586,담아다니/VV,1
15587,음좀/NNP,1
15588,총량/NNG,1
15589,쪼꼬미/NNG,1
15590,시켯어/NNG,1
15591,명절선뭏/NNG,1
15592,참기름/NNG,1
15593,콩기름/NNG,1
15594,꾀/NNG,1
15595,을가/EC,1
15596,굿굿ㅋ/NA,1
15597,좋엉/NNG,1
15598,배송짱/NNG,1
15599,퍼펙트/NNG,1
15600,유아여유오/NNG,1
15601,하나추/NNG,1
15602,지욧/EC,1
15603,청/NNP,1
15604,긎/NNG,1
15605,툭히/NNG,1
15606,둘째돌/VV,1
15607,돌선물/NNG,1
15608,사용기굿/NNG,1
15609,지체/NNG,1
15610,선물ㅣ/NNG,1
15611,봏/VV,1
15612,겟어오/EF,1
15613,사용기천열꿀/NNG,1
15614,상사분/NNP,1
15615,감성하/VV,1
15616,도딱/NNG,1
15617,그래로/NNG,1
15618,미엘드꺼/NNG,1
15619,안짝/NNG,1
15620,여따가/NNG,1
15621,달콤달콤하/VV,1
15622,최고저/NNG,1
15623,겨혼식/NNG,1
15624,곡브스럽/VV,1
15625,순백색/NNG,1
15626,강추그릭요거트/NNG,1
15627,여상자/NNG,1
15628,강조/NNG,1
15629,여ㅋ/JX,1
15630,영/EP,1
15631,환갑답례품/NNG,1
15632,전단지/NNG,1
15633,철회하/VV,1
15634,마실깨/NNG,1
15635,선믄하/VV,1
15636,즇아하/VV,1
15637,중복되/VV,1
15638,포당/ETM,1
15639,션물/NNG,1
15640,깔쌈하/VA,1
15641,돗/NNG,1
15642,퇴원/NNG,1
15643,냐무/NNG,1
15644,팸플릿/NNG,1
15645,와포장/NNG,1
15646,포장도/VA,1
15647,플렉스/NNP,1
15648,으셧네/EF,1
15649,포장스티커/NNG,1
15650,직배송/NNG,1
15651,은뎅/NNG,1
15652,상반기/NNG,1
15653,올서울/NNG,1
15654,좋ㅇ아하/VV,1
15655,보냇느/NNG,1
15656,나고스틱/NNG,1
15657,퀵배달/EC,1
15658,기압/NNG,1
15659,달달구리/EF,1
15660,예쁨뿜웨/NNG,1
15661,담당/NNG,1
15662,민주/NNG,1
15663,노총/NNG,1
15664,지멋대로/NNG,1
15665,알람/NNG,1
15666,봄여름/NNG,1
15667,음료박카스쥬스/NNG,1
15668,비번/NNG,1
15669,드링크/NNG,1
15670,부인되/VV,1
15671,한진로젠택배/NNG,1
15672,잡치/VV,1
15673,용듬뿍/EC,1
15674,미엘드벌꿀스틱/NNG,1
15675,무무/NNG,1
15676,적담/NNG,1
15677,듯하/VX,1
15678,꿀세트/NNG,1
15679,리코타/NNP,1
15680,꿀통/MAG,1
15681,대목/NNG,1
15682,친절도/NNG,1
15683,붙어/NNG,1
15684,만족햇/NNG,1
15685,당술/EC,1
15686,눙/EC,1
15687,꿀보/NNG,1
15688,만족가득/NNG,1
15689,훌터/NNG,1
15690,래여/EC,1
15691,정품/NNG,1
15692,깔끔학/NNG,1
15693,진가/NNG,1
15694,골드미엘/NNG,1
15695,괫찬아요/NNG,1
15696,ㄴ나/EF,1
15697,셧어요/EC,1
15698,완전하/VA,1
15699,요샘플/NNG,1
15700,혓/NNG,1
15701,상담응/NNG,1
15702,유기용기/NNG,1
15703,구선/NNG,1
15704,사진첨부/NNG,1
15705,몽/NNP,1
15706,운영하/VV,1
15707,꾸저지/VA,1
15708,분류하/VV,1
15709,샴플/NNG,1
15710,업/EC,1
15711,슴다/NNG,1
15712,ㅂ니다담/NNG,1
15713,지도하/VV,1
15714,인사전/NNG,1
15715,이웃집/NNG,1
15716,이라든지/JX,1
15717,놀랫지/NNG,1
15718,부당/NNG,1
15719,스랍/VV,1
15720,겒/VV,1
15721,찌그러/VV,1
15722,ㅓ여/NNG,1
15723,봉크저/NNG,1
15724,쇼크/NNG,1
15725,긴급하/VA,1
15726,스팀/NNG,1
15727,봉크/NNG,1
15728,현직/NNG,1
15729,최소한/NNG,1
15730,폐렴/NNG,1
15731,복무/NNG,1
15732,손세/NNG,1
15733,정제/NNG,1
15734,일반인/NNG,1
15735,노무/NNG,1
15736,욯ㅎ/EC,1
15737,살걸이/NNG,1
15738,보들보들/NNG,1
15739,광/NNG,1
