,Unnamed: 0,제품명,가격,평균평점,아이디,평점,날짜,종류,요약,리뷰
58,58,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,butt*******,5,21.10.07.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"좋은꿀은 약에 버금간다고 들은적이 있는것같아요, 환절기, 그리고 겨울이 다가오면 면역력 떨어져 잔병치레 많이 해서 꿀 사봤어요
요즘 스틱꿀 많이들 먹더라구요
다양하게 맛보는걸 좋아해서 올인원으로 구매했는데 다 각각의 매력이 있네요 
피곤할때 한포 쭉 먹으면 당충전이 되면서 살아나는 느낌이예요
따뜻한물에 타서 마셔도 좋고, 요리에 활용하기에도 좋네요^^"
59,59,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,sisi**********,5,21.10.08.,"꿀스틱: 아카시아꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"배송받았을때 정말 선물받는 기분이었어요 포장 정말 고급지고 선물용으로도 좋겠네요 저는 제가 먹으려고 구매했지만ㅎ
개별 포장이라 스틱 한개씩 꺼내먹기도 좋고 맛도 진하고 너무 맛있네요 요거트나 아이스크림에 넣어먹어도 완전 별미 
다먹으면 또 구매하려구요 ㅎㅎ"
60,60,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,ansg********,5,21.10.08.,"꿀스틱: 야생화꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"꿀스틱 처음 주문해서 먹어보는데 생각보다 너무 맛있네요
출근해서 꿀차 타서 마시는데 중독성이 장난아니랍니다ㅋ
빵에 발라서 먹어도 완전 맛나고 포장도 깔끔해서
이거 선물용으로도 좋을 거 같아용!"
61,61,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,dbwl******,5,21.10.08.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"개별포장으로 스틱이라서 너무 깔끔하고 보기좋네요 맛도 3종이라 질리지않아요
등산갈때나 당떨어질때 사탕초콜릿같은 인공적인 간식보다 훨 건깅에 좋은거같아서 만족해요"
62,62,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,so-d******,5,21.10.07.,"꿀스틱: 아카시아꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,달콤하고 제가 먹어봤던 꿀중에 제일 맛있고 달았던 것 같아요. 어떤 음식에 넣어도 자연스럽고 설탕 대신에 유용하게 사용하고 있습니다. 술 많이 먹을땐 꿀물로 이용해서 먹고있네요.
63,63,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,vv****,5,21.10.07.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"꿀스틱 너무 맛있네요
고급진 달콤한 맛 ♡ 
빵에 발라 먹어도 맛있고
꿀차 타마셔도 맛있고 요리할때도 넣고
다양하게 잘 먹고 있어요 재구매의사 있음!"
64,64,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,cute****,5,21.10.07.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"찐꿀 이네요 찐 꿀 ㅎㅎ 요즘 설탕 넣는 업체도 많다던데  떡 찍어먹기도 좋고 요리에 넣기도 좋고 항상 대용량 사니 보관도, 공간도 많이 차지해서 한번구매했는데 완전 만족합니다. 꽃향기 까지 더해진거같아 엄청 은은하네요 써비스 잘받았습니다 ! 번창하세요 ㅎㅎ"
65,65,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,sds1***,5,21.10.07.,"꿀스틱: 아카시아꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"100%천연 벌꿀이라니 안심하고 구매했어요!! ㅎㅎ
배송도 빠르게 보내주셨고 포장도 꼼꼼하게 잘해주셨어요 
패키지도 너무 귀여워서 선물용으로도 좋을거 같네요~
아침마다 한포씩 먹고있는데 맛도 좋고 면역력에도 좋을거 같아요^^"
66,66,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,kgy1***,5,21.10.07.,"꿀스틱: 야생화꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"벌꿀이 면역력에 좋다고해 애들때문에 천연벌꿀을 찾다가 스틱으로 한포씩 나온게 있어서 구매했는데. 먹기도 편하고 정말 맛있네요. 양봉협회 인증된 꿀이라 신뢰도 가고, 선물용으로도 너무 좋은거 같아요."
67,67,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,pes1***,5,21.10.08.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"꿀 스틱은 처음 사봤는데 먹기도 편리하고 요리에 쓸때도 굉장히 좋더라구요
진하고 달고 맛있네요~ 세가지 맛도 볼수있고 꿀차타서 먹으니 좋네요!! 
포장이 고급져서 선물하기도 좋을듯!!"
68,68,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,yuri*****,5,21.10.08.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,배송도 빠르고 포장상태도 깔끔하고 보관도 편하고 개별포장정말신세계네용 ~ 휴대하기정말좋아요 설탕대용으로 밖에서도 먹을수있어 만족스러워요
69,69,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,siam***,5,21.10.10.,"꿀스틱: 아카시아꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,향도 진하고 달달하고 넘 맛있어요!! 병에 든것보다 먹기도 훨씬 편하고 패키지가 고급지고 예뻐서 선물용으로도 넘 좋을 것 같네요~ 선물할 일 생기면 또 올게요!!
70,70,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,o0oa******,5,21.10.08.,"꿀스틱: 아카시아꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"먹기너무 편해요 ~ 몸건강 챙기려고 한숟갈씩 꿀 먹었는데
이건 한포씩 먹으면 되니깐 휴대용으로 들고 다녀도 되고 목넘김도 편해서 좋아요 ~
입안 가득 달달함에 기분도 좋아요 ㅎ"
71,71,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,dmsg******,5,21.10.09.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"어떤거 구매해야할까 고민했는데 올인원 제품이 있어서 구매했습니다.
아카시아, 야생화, 밤 모두 맛볼 수 있어서 좋은 것 같아요.
달콤하고 향기로워가지고 어디든 조화롭게 맛이 어울리는 것 같아요."
72,72,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,abcd*****,5,21.10.07.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"택배 잘 도착했어요~ 
지인분께 추천받아서 구매해봣는데 왜 추천하는지 알 것 같네요~ ㅋㅋ
일단 가격대도 적당한듯해서 만족하구요.ㅋㅋ
배송 빠르게 잘 보내주셔서 감사합니다~ ^^"
73,73,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,ygh1***,5,21.10.12.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,천연꿀이라 그런지 맛도 그렇고 당도도 진하네요. 감기 기운이 있거나 면역력 차원에서 가지고 다니기 편해서 따뜻한 물이랑 같이 먹으니 딱 좋네요.
74,74,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,jang********,5,21.10.11.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"스틱형으로 되잇어서 먹기 너무 편해요 병에 든건
정량 조절도 힘들고 꼭 흘리게 되는데 스틱형은 깔끔하게 먹을수 잇어요 맛도 너무 달지않고 향긋해용"
75,75,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,srhn***,5,21.09.27.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"포장ㅇㅔ 곰도리 너무 귀엽네요 ^^

역시 꿀은 맛있어요 감사합니다 👍🏼👍🏼"
76,76,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,seoj*****,5,21.10.07.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,야생꿀은 먹어봤지만 밤꿀은 처음이에요 ~ 국산이라 아들이랑 같이 먹을려고 구매했어요^^ 요즘 ...떡에 꿀찍어먹는걸 좋아하는 아들인데 많이 달까 걱정했는데 그렇게 달지않아 딱 좋아요
77,77,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,kj****,5,21.10.07.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,맛있고 편리해요! 가지고 다닐 수 있단 게 최장점인데 막 손에 묻거나 잘 안 나오지 않고 좋네요 맛도 너무너무 좋아요 허니아메리카노 좋아하는데 이거 덕에 밖에서도 마실 수 있어서 넘 좋네용
78,78,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,jaye****,5,21.10.07.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,면역력에 좋다고 해서 부모님 선물로 구매했어요 요즘 천연 꿀 찾기가 어려운데 믿고 구매했습니다 저도 하나 먹어보니 진짜 설탕 안들어간거 맞네요 진한 향과 맛이 어릴때 먹던 딱 그맛이에요
79,79,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,ans3***,5,21.10.07.,"꿀스틱: 야생화꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"꿀자체도 엄청 진득하고 달달하니 진짜 꿀 맞네요.
양봉협회 인증도 받았다고 하니 더 믿고 먹을 수있어요.
선물용으로도 너무 좋을 것 같아요.
개별포장이라 하나씩 먹기도 너무 편하네요."
80,80,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,leee*******,5,21.10.07.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"알아보다가 품평 좋아서 믿고 구매해봤네요.
가격대도 다른데보다 저렴하게 잘 구매한듯해서 만족합니다~ 
배송도 빠르고 꼼꼼하게 보내주셔서 감사합니다.~"
81,81,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,rnjs*******,5,21.10.11.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"밤에 쌀쌀해져서 뜨끈한 차에 타먹을려고 샀어요
차에 타먹을때 통으로 된거는 양 조절하기도 힘들고 뒤처리도 힘들엇는데 스틱형이라 간편하네요"
82,82,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,an****,5,21.10.09.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"스틱형으로 되어있어서 먹기도 간편하고
맛도 너무 달지 않고 깔끔하네요!
밤꿀로 주문했는데 다음에는 혼합으로
주문해보려고요 포장도 잘 되어있어서 선물용으로 추천입니다"
83,83,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,9902****,5,21.10.07.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"여러가지 다 맛보고 싶어서 올인원 구매했어요~
개별 포장이라 너무 편리하게 먹을수 있을거 같아요 
밤꿀이 제일궁금해요 어떤 맛인지~~
협회 인증된 꿀이라 믿고 먹을수 있어서 좋은 제품 같아요^^"
84,84,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,comp********,5,21.10.07.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,매번 병에 들어있는 꿀은 몇번 먹으면 지저분해지고 관리하기가 힘들었는데 개별 포장 되어 있으니까 정말 먹기 편하고 관리하기가 좋으네요 신세계 입니다. 간편히 그냥 먹기도 좋고 꿀차 해먹기도 딱이고 정말 맘에 듭니다.
85,85,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,hhj7***,5,21.10.07.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,배송도 빠르고 포장도 꼼꼼해요~ 집에서 나갈때 몇개씩 갖고 나가서 일 할때나 피곤할때 한개씩 먹으면 너무 좋고 정말 맛있어요~ 간편하게 휴대가 정말 좋네요~
86,86,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,dl****,5,21.10.08.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,딱 저한테 필요한 스틱타입! 아무래도 가족수가 작다보니 굳이 꿀단지처럼 큰꿀이 필요없어 구입했어요~ 이게 사용하기도 편하고 깔끔하게 사용가능해 좋아요! 꿀도맛있어 꾸준히 구입할거같아요
87,87,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,rhrj*********,5,21.10.12.,"꿀스틱: 아카시아꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"친구 임신기념으로 선물 해줬어요 ^^
이때는 달달구리가 땡기는데~ 건강한걸 챙겨먹는게
좋으니깐요^^~~친구도 좋아하구요 쇼핑백도 고급스럽고 좋네요"
88,88,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,bomi****,5,21.10.09.,"꿀스틱: 아카시아꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,선물용으로 샀는데 고급진 포장이 정말 좋네요!  개별 포장이라 한개씩 꺼내먹기 편하고 천연벌꿀이라 안심하고 먹을 수 있겠어요!! 다음에 또 선물할 일 있으면 구매할게요!!
89,89,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,blue********,5,21.10.07.,"꿀스틱: 아카시아꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"스틱으로 포장되어있어서 너무 먹기 편해요
꿀도.. 너무 맛있네요ㅠㅠㅠ
꿀벌이 된것마냥.... 회사에서 지칠때 당 채우고 일합니다!
언능 다 먹고 또 구매하러올게여"
90,90,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,anni*******,5,21.09.26.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리그냥그래요,"언제 어디서든 편하게 먹을수 있어 너무 좋아요~^^
신랑 회사 출근할때 몇개씩 쥐어서 보내요~ ㅎ"
91,91,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,wb02***,5,21.10.07.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,대박이네요 너무 달지도않고 너무 안달지도 않고 딱 적당하고요 진짜 천연 꿀인거같아요. 먹기도 너무 편하고 밤꿀은 한번도 이용해본적이 없어서 구매했는데 이제 밤꿀만 먹어야겠어요. 정말괜찮네요 !
